Transaction_ID,Date,Customer_ID,Product_ID,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
286,2020-01-06 18:35:40.540540540,1037,506,Online,Low,WH-2,Regular,Backorder,Satisfied,True,Wrong Item,PayPal,True,North,Canada
815,2020-01-02 06:55:08.108108108,1099,532,Partner,Critical,WH-3,Regular,Delivered,Unsatisfied,False,Damaged,Wire Transfer,True,South,Canada
803,2020-01-02 06:55:08.108108108,1093,534,Partner,Medium,WH-2,Express,Delivered,Unsatisfied,False,Late,Cash,False,West,Canada
478,2020-01-04 03:14:35.675675675,1021,547,Direct,Medium,WH-2,Regular,Pending,Satisfied,False,Not Specified,PayPal,False,South,USA
962,2020-01-01 19:14:35.675675675,1038,509,Direct,Low,WH-1,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
235,2020-01-05 06:03:14.594594594,1004,522,Direct,Critical,WH-3,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,North,Mexico
693,2020-01-02 10:22:42.162162162,1045,547,Online,Medium,WH-1,Overnight,Cancelled,Satisfied,True,Wrong Item,Cash,False,East,Mexico
966,2020-01-02 14:16:12.972972972,1090,552,Direct,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Wire Transfer,False,South,Mexico
940,2020-01-04 08:25:56.756756756,1098,508,Reseller,Low,WH-3,Overnight,Delivered,Unsatisfied,False,Late,Cash,False,East,USA
170,2020-01-07 12:45:24.324324324,1052,546,Partner,Low,WH-3,Regular,Delivered,Satisfied,True,Wrong Item,Credit Card,True,South,Canada
883,2020-01-02 03:01:37.297297297,1068,502,Direct,Medium,WH-1,2-Day,Pending,Unsatisfied,False,Late,PayPal,False,West,Mexico
842,2020-01-05 16:00:00.000000000,1030,538,Reseller,Medium,WH-2,Overnight,Pending,Neutral,False,Late,Wire Transfer,False,West,Mexico
108,2020-01-08 08:12:58.378378378,1006,523,Online,Critical,WH-3,Regular,Backorder,Unsatisfied,False,Not Specified,Cash,True,North,USA
571,2020-01-01 11:27:34.054054054,1097,547,Online,High,WH-2,Overnight,Backorder,Satisfied,False,Late,Credit Card,True,South,Canada
901,2020-01-04 03:01:37.297297297,1052,529,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
3,2020-01-08 17:56:45.405405405,1065,543,Partner,High,WH-3,Regular,Pending,Unsatisfied,False,Late,Wire Transfer,False,East,Mexico
585,2020-01-08 22:55:08.108108108,1059,514,Reseller,High,WH-1,Regular,Backorder,Satisfied,True,Wrong Item,Wire Transfer,True,South,Canada
756,2020-01-07 04:45:24.324324324,1049,542,Partner,High,WH-2,Express,Cancelled,Satisfied,False,Late,Wire Transfer,True,North,USA
226,2020-01-06 13:50:16.216216216,1056,511,Reseller,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Wrong Item,Cash,False,East,Mexico
476,2020-01-01 07:47:01.621621621,1040,543,Online,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Damaged,Cash,True,North,USA
754,2020-01-02 17:17:50.270270270,1044,556,Online,High,WH-2,Regular,Backorder,Satisfied,True,Not Specified,Wire Transfer,True,West,USA
622,2020-01-06 17:43:47.027027027,1002,511,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,USA
95,2020-01-07 22:42:09.729729729,1081,552,Direct,Medium,WH-3,2-Day,Backorder,Neutral,True,Damaged,PayPal,False,North,Mexico
949,2020-01-03 23:08:06.486486486,1098,534,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Cash,True,East,Canada
793,2020-01-03 09:04:51.891891891,1086,536,Online,Medium,WH-2,2-Day,Cancelled,Satisfied,True,Not Specified,Credit Card,False,West,Mexico
878,2020-01-01 19:27:34.054054054,1079,544,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Not Specified,Credit Card,True,West,USA
973,2020-01-09 07:21:04.864864864,1028,535,Direct,Medium,WH-3,Regular,Backorder,Satisfied,False,Late,Wire Transfer,False,East,Canada
836,2020-01-01 15:47:01.621621621,1042,524,Online,Medium,WH-1,Overnight,Cancelled,Neutral,False,Unknown,Cash,False,South,Canada
579,2020-01-01 00:51:53.513513513,1008,504,Direct,High,WH-3,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,South,Mexico
648,2020-01-09 18:22:42.162162162,1087,511,Reseller,Medium,WH-1,2-Day,Backorder,Neutral,False,Late,Credit Card,True,East,USA
60,2020-01-08 08:51:53.513513513,1065,534,Partner,High,WH-2,Express,Delivered,Satisfied,False,Damaged,PayPal,False,South,USA
371,2020-01-03 06:42:09.729729729,1051,528,Direct,High,WH-3,Regular,Delivered,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
564,2020-01-06 03:01:37.297297297,1055,510,Online,High,WH-1,Regular,Delivered,Satisfied,False,Unknown,PayPal,False,North,Canada
193,2020-01-05 03:27:34.054054054,1064,525,Direct,High,WH-2,Overnight,Delivered,Satisfied,True,Damaged,Wire Transfer,False,South,Mexico
956,2020-01-07 00:12:58.378378378,1005,502,Reseller,High,WH-3,Regular,Backorder,Neutral,False,Wrong Item,Cash,True,East,Mexico
650,2020-01-01 14:42:09.729729729,1081,508,Reseller,Critical,WH-2,Overnight,Backorder,Neutral,False,Wrong Item,Wire Transfer,False,East,Mexico
674,2020-01-08 05:11:21.081081081,1034,515,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Wrong Item,Credit Card,True,South,Mexico
791,2020-01-09 05:37:17.837837837,1026,518,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,False,West,Mexico
729,2020-01-06 10:35:40.540540540,1081,526,Partner,Medium,WH-2,Express,Backorder,Unsatisfied,False,Not Specified,Cash,True,East,USA
750,2020-01-04 12:58:22.702702702,1094,507,Reseller,High,WH-2,Express,Pending,Unsatisfied,False,Not Specified,Credit Card,True,North,USA
67,2020-01-06 09:43:47.027027027,1047,522,Online,High,WH-2,Overnight,Delivered,Satisfied,False,Not Specified,PayPal,False,North,USA
679,2020-01-06 22:16:12.972972973,1087,548,Partner,Low,WH-3,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,South,Mexico
690,2020-01-05 11:14:35.675675675,1053,543,Partner,Critical,WH-1,Express,Pending,Neutral,False,Wrong Item,PayPal,False,East,Canada
742,2020-01-01 16:00:00.000000000,1043,549,Partner,Critical,WH-2,Express,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
863,2020-01-06 21:50:16.216216216,1065,549,Online,Critical,WH-3,Regular,Delivered,Satisfied,True,Unknown,Cash,True,East,Mexico
855,2020-01-04 19:01:37.297297297,1057,508,Reseller,Low,WH-2,2-Day,Backorder,Unsatisfied,True,Damaged,Credit Card,False,South,USA
433,2020-01-09 14:16:12.972972973,1072,506,Partner,Low,WH-1,2-Day,Backorder,Satisfied,False,Damaged,PayPal,True,South,Canada
141,2020-01-01 13:24:19.459459459,1022,547,Online,Critical,WH-1,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
859,2020-01-04 06:42:09.729729729,1030,541,Online,High,WH-2,2-Day,Cancelled,Unsatisfied,False,Unknown,PayPal,True,South,USA
147,2020-01-04 18:22:42.162162162,1090,519,Online,Low,WH-3,Regular,Backorder,Unsatisfied,True,Damaged,Credit Card,True,North,Canada
860,2020-01-08 11:53:30.810810810,1025,539,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Damaged,Cash,False,East,USA
303,2020-01-03 05:11:21.081081081,1084,507,Partner,Critical,WH-2,2-Day,Delivered,Satisfied,True,Late,PayPal,False,West,Canada
119,2020-01-04 00:51:53.513513513,1016,539,Reseller,Low,WH-2,2-Day,Backorder,Satisfied,False,Late,PayPal,False,North,Mexico
490,2020-01-09 08:25:56.756756756,1025,506,Reseller,Critical,WH-2,Regular,Backorder,Neutral,False,Unknown,Cash,False,East,USA
97,2020-01-05 06:55:08.108108108,1029,507,Direct,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
216,2020-01-01 18:22:42.162162162,1040,508,Reseller,Critical,WH-1,Regular,Pending,Unsatisfied,True,Late,Cash,False,North,Mexico
872,2020-01-04 17:30:48.648648648,1062,508,Direct,Critical,WH-3,Regular,Pending,Satisfied,False,Damaged,Credit Card,True,East,USA
858,2020-01-05 11:01:37.297297297,1010,506,Partner,Critical,WH-2,Regular,Delivered,Unsatisfied,True,Unknown,PayPal,False,East,Canada
662,2020-01-05 22:55:08.108108108,1029,502,Online,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,PayPal,True,South,USA
347,2020-01-05 22:55:08.108108108,1062,532,Reseller,Medium,WH-2,Express,Cancelled,Satisfied,True,Damaged,Wire Transfer,False,South,USA
479,2020-01-05 11:14:35.675675675,1047,537,Online,Critical,WH-1,Express,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
352,2020-01-09 21:24:19.459459459,1018,528,Online,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Credit Card,True,North,Canada
28,2020-01-04 11:14:35.675675675,1005,531,Reseller,High,WH-1,Regular,Backorder,Neutral,True,Damaged,Credit Card,True,West,USA
214,2020-01-07 06:55:08.108108108,1034,513,Partner,Critical,WH-1,2-Day,Backorder,Neutral,False,Damaged,Credit Card,True,North,USA
752,2020-01-05 02:35:40.540540540,1012,501,Partner,Critical,WH-2,Express,Pending,Unsatisfied,False,Damaged,Credit Card,False,North,USA
173,2020-01-09 15:34:03.243243243,1056,529,Partner,Low,WH-2,Overnight,Cancelled,Satisfied,True,Not Specified,Wire Transfer,True,North,Canada
258,2020-01-07 03:40:32.432432432,1006,533,Online,Low,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,False,East,Canada
199,2020-01-06 01:43:47.027027027,1017,520,Reseller,Critical,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,South,Canada
325,2020-01-02 16:12:58.378378378,1076,545,Direct,Medium,WH-2,Overnight,Backorder,Satisfied,True,Damaged,Wire Transfer,False,South,USA
164,2020-01-06 03:53:30.810810810,1081,515,Partner,Critical,WH-3,Express,Delivered,Unsatisfied,False,Late,PayPal,False,North,Canada
935,2020-01-03 17:43:47.027027027,1013,521,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Late,Wire Transfer,False,North,Canada
657,2020-01-09 04:58:22.702702702,1073,503,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,True,East,Mexico
464,2020-01-05 14:29:11.351351351,1001,501,Online,Critical,WH-2,Express,Cancelled,Neutral,True,Damaged,Credit Card,False,East,Mexico
442,2020-01-04 06:42:09.729729729,1082,505,Partner,Medium,WH-2,Express,Cancelled,Unsatisfied,True,Unknown,Credit Card,True,North,Mexico
524,2020-01-05 06:55:08.108108108,1020,550,Online,Medium,WH-2,Overnight,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,True,South,Mexico
994,2020-01-09 06:55:08.108108108,1080,514,Reseller,Medium,WH-1,Regular,Delivered,Neutral,False,Not Specified,Credit Card,False,East,Canada
205,2020-01-03 01:43:47.027027027,1013,560,Reseller,Medium,WH-3,Overnight,Pending,Neutral,True,Wrong Item,Wire Transfer,False,West,USA
971,2020-01-07 15:47:01.621621621,1048,555,Direct,High,WH-1,Express,Pending,Neutral,True,Damaged,Cash,False,West,Mexico
137,2020-01-04 02:09:43.783783783,1082,556,Reseller,Medium,WH-3,Express,Backorder,Satisfied,False,Unknown,Credit Card,False,West,Mexico
232,2020-01-06 18:09:43.783783783,1021,541,Online,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,True,North,Canada
6,2020-01-01 15:21:04.864864864,1049,553,Direct,Medium,WH-1,Express,Delivered,Satisfied,True,Wrong Item,Wire Transfer,True,West,USA
116,2020-01-07 12:32:25.945945946,1080,535,Direct,Critical,WH-2,Regular,Cancelled,Satisfied,False,Not Specified,Cash,True,East,Canada
295,2020-01-06 17:43:47.027027027,1005,512,Online,High,WH-3,Express,Delivered,Neutral,False,Late,PayPal,False,West,Canada
995,2020-01-05 01:04:51.891891891,1040,506,Direct,High,WH-1,Regular,Pending,Unsatisfied,False,Damaged,Credit Card,True,East,Canada
376,2020-01-01 01:43:47.027027027,1067,550,Partner,Low,WH-3,Overnight,Cancelled,Neutral,False,Unknown,PayPal,True,West,Mexico
441,2020-01-03 01:30:48.648648648,1062,537,Direct,Low,WH-2,Regular,Backorder,Satisfied,True,Damaged,Cash,False,North,Canada
470,2020-01-01 09:43:47.027027027,1087,501,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Cash,True,East,Mexico
13,2020-01-03 23:21:04.864864864,1059,505,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Credit Card,True,East,Mexico
494,2020-01-03 21:37:17.837837837,1002,550,Partner,High,WH-3,Express,Cancelled,Satisfied,True,Late,Credit Card,True,South,USA
326,2020-01-03 22:16:12.972972973,1099,551,Reseller,High,WH-1,Express,Delivered,Neutral,False,Late,Credit Card,False,South,USA
469,2020-01-05 06:55:08.108108108,1054,512,Partner,Low,WH-2,Overnight,Backorder,Unsatisfied,False,Unknown,Cash,True,East,Mexico
552,2020-01-08 04:45:24.324324324,1078,532,Direct,Critical,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,False,South,Canada
708,2020-01-08 12:19:27.567567567,1029,514,Direct,Critical,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Wire Transfer,False,East,Canada
415,2020-01-09 23:08:06.486486486,1047,514,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,Mexico
568,2020-01-07 03:14:35.675675675,1074,517,Direct,High,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,Mexico
576,2020-01-01 11:14:35.675675675,1050,508,Online,Critical,WH-1,Regular,Cancelled,Satisfied,True,Wrong Item,PayPal,False,South,Canada
207,2020-01-06 21:24:19.459459459,1025,554,Reseller,High,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,True,North,Canada
596,2020-01-01 22:42:09.729729729,1088,533,Online,High,WH-3,Regular,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,North,Mexico
171,2020-01-09 21:11:21.081081081,1079,525,Partner,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,False,West,USA
944,2020-01-06 21:37:17.837837837,1092,553,Partner,Medium,WH-2,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,North,Canada
772,2020-01-02 22:42:09.729729729,1087,558,Reseller,Low,WH-1,Overnight,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,East,USA
11,2020-01-05 04:45:24.324324324,1089,560,Partner,Low,WH-3,Express,Delivered,Neutral,False,Damaged,Wire Transfer,True,North,USA
465,2020-01-01 03:27:34.054054054,1046,505,Online,Critical,WH-2,Express,Backorder,Unsatisfied,False,Damaged,PayPal,False,West,Mexico
563,2020-01-03 19:40:32.432432432,1029,543,Online,High,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,True,East,Canada
652,2020-01-01 20:06:29.189189189,1014,514,Reseller,Low,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Cash,False,North,Mexico
206,2020-01-07 17:43:47.027027027,1084,522,Direct,High,WH-1,Regular,Delivered,Satisfied,False,Damaged,Cash,True,West,Mexico
699,2020-01-07 01:43:47.027027027,1046,511,Partner,Medium,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,False,North,USA
19,2020-01-06 23:21:04.864864864,1099,531,Reseller,High,WH-1,Regular,Pending,Neutral,False,Late,Credit Card,False,North,Canada
530,2020-01-09 06:55:08.108108108,1071,547,Direct,High,WH-2,Express,Pending,Unsatisfied,False,Wrong Item,PayPal,True,North,Mexico
350,2020-01-06 18:22:42.162162162,1042,559,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Not Specified,Cash,False,East,Canada
905,2020-01-05 13:37:17.837837837,1020,555,Online,Critical,WH-1,Regular,Pending,Neutral,True,Unknown,PayPal,False,North,Mexico
639,2020-01-09 16:00:00.000000000,1053,525,Direct,Medium,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Cash,False,North,Canada
396,2020-01-08 16:00:00.000000000,1086,554,Reseller,Medium,WH-3,Regular,Backorder,Neutral,False,Wrong Item,PayPal,True,East,USA
463,2020-01-01 10:22:42.162162162,1023,541,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,PayPal,True,West,USA
617,2020-01-06 16:51:53.513513513,1019,513,Partner,Critical,WH-1,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,North,Canada
366,2020-01-06 03:27:34.054054054,1017,558,Partner,High,WH-1,Express,Backorder,Satisfied,True,Late,Wire Transfer,False,West,Canada
948,2020-01-01 02:22:42.162162162,1025,552,Online,Medium,WH-2,2-Day,Pending,Neutral,False,Unknown,Cash,True,East,USA
41,2020-01-01 12:32:25.945945945,1001,527,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,North,Canada
49,2020-01-09 14:55:08.108108108,1034,524,Online,Critical,WH-3,Overnight,Cancelled,Unsatisfied,True,Damaged,Cash,True,North,USA
965,2020-01-03 20:06:29.189189189,1048,503,Direct,Critical,WH-3,2-Day,Pending,Neutral,True,Wrong Item,Cash,False,North,Mexico
220,2020-01-06 00:12:58.378378378,1006,518,Online,Medium,WH-3,Overnight,Delivered,Satisfied,True,Damaged,PayPal,True,South,USA
957,2020-01-04 08:25:56.756756756,1011,541,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,True,Unknown,Cash,True,South,Mexico
713,2020-01-01 09:04:51.891891891,1036,546,Partner,Medium,WH-1,Overnight,Delivered,Satisfied,False,Late,Credit Card,False,East,Canada
17,2020-01-01 21:24:19.459459459,1033,557,Online,Low,WH-1,2-Day,Cancelled,Neutral,True,Unknown,Cash,True,South,Mexico
160,2020-01-01 06:55:08.108108108,1094,525,Reseller,Critical,WH-2,Regular,Delivered,Neutral,False,Late,PayPal,True,North,Mexico
925,2020-01-07 20:58:22.702702702,1061,540,Direct,Critical,WH-3,Express,Pending,Satisfied,False,Damaged,Cash,True,East,USA
109,2020-01-03 10:22:42.162162162,1053,526,Direct,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,False,West,Canada
31,2020-01-03 11:40:32.432432432,1023,502,Online,Critical,WH-3,Regular,Delivered,Satisfied,False,Not Specified,Credit Card,False,South,USA
229,2020-01-08 04:19:27.567567567,1033,533,Partner,Low,WH-3,2-Day,Backorder,Neutral,False,Wrong Item,Credit Card,False,South,USA
241,2020-01-03 12:58:22.702702702,1095,557,Reseller,High,WH-2,Overnight,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
391,2020-01-06 14:55:08.108108108,1097,539,Partner,Critical,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,False,South,USA
710,2020-01-04 17:56:45.405405405,1011,548,Online,High,WH-1,Overnight,Cancelled,Satisfied,True,Late,Cash,False,West,Mexico
716,2020-01-04 13:37:17.837837837,1099,547,Partner,Medium,WH-2,Express,Delivered,Satisfied,True,Damaged,PayPal,False,South,Mexico
893,2020-01-05 02:22:42.162162162,1046,552,Reseller,High,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Credit Card,True,East,USA
504,2020-01-08 03:01:37.297297297,1054,535,Online,Low,WH-3,Express,Pending,Neutral,False,Damaged,PayPal,True,East,Canada
575,2020-01-03 08:51:53.513513513,1032,527,Reseller,Medium,WH-1,Regular,Cancelled,Unsatisfied,True,Damaged,PayPal,True,West,USA
797,2020-01-07 14:42:09.729729729,1007,550,Online,Critical,WH-3,Regular,Backorder,Unsatisfied,False,Not Specified,PayPal,False,South,Mexico
698,2020-01-07 04:58:22.702702702,1062,536,Direct,Medium,WH-1,Regular,Delivered,Neutral,True,Late,Wire Transfer,True,East,USA
665,2020-01-03 06:42:09.729729729,1037,553,Direct,Low,WH-2,2-Day,Delivered,Unsatisfied,False,Late,Credit Card,True,East,Canada
581,2020-01-02 18:09:43.783783783,1057,501,Partner,Critical,WH-3,Regular,Pending,Satisfied,True,Damaged,Cash,True,West,USA
215,2020-01-03 04:19:27.567567567,1008,517,Online,Low,WH-1,2-Day,Pending,Unsatisfied,False,Wrong Item,PayPal,True,East,Canada
146,2020-01-07 01:43:47.027027027,1012,506,Direct,Critical,WH-1,Express,Cancelled,Unsatisfied,True,Damaged,Wire Transfer,True,West,USA
401,2020-01-05 06:03:14.594594594,1097,540,Direct,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Unknown,Credit Card,True,North,USA
337,2020-01-05 14:16:12.972972973,1014,555,Partner,Critical,WH-3,2-Day,Backorder,Unsatisfied,True,Wrong Item,Credit Card,False,East,USA
719,2020-01-03 17:04:51.891891891,1055,508,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Credit Card,False,South,Mexico
613,2020-01-04 12:45:24.324324324,1033,519,Partner,Low,WH-1,Overnight,Backorder,Unsatisfied,True,Wrong Item,Cash,True,North,Canada
912,2020-01-02 04:45:24.324324324,1090,512,Direct,High,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,True,South,Canada
775,2020-01-08 04:19:27.567567567,1072,508,Direct,High,WH-1,2-Day,Backorder,Satisfied,False,Not Specified,Credit Card,False,South,USA
694,2020-01-05 06:29:11.351351351,1017,553,Direct,Critical,WH-3,Overnight,Backorder,Neutral,False,Not Specified,Wire Transfer,True,West,Canada
841,2020-01-03 01:30:48.648648648,1034,526,Online,Medium,WH-2,Regular,Delivered,Unsatisfied,True,Late,Credit Card,True,East,Mexico
676,2020-01-03 00:00:00.000000000,1037,536,Reseller,Medium,WH-3,Regular,Backorder,Unsatisfied,True,Unknown,PayPal,True,North,Mexico
452,2020-01-03 13:11:21.081081081,1072,511,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,False,East,Mexico
557,2020-01-06 23:34:03.243243243,1038,547,Reseller,High,WH-3,2-Day,Backorder,Unsatisfied,True,Not Specified,Cash,True,West,Mexico
953,2020-01-04 05:11:21.081081081,1079,523,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Wire Transfer,True,West,Canada
941,2020-01-06 02:09:43.783783783,1011,539,Reseller,Low,WH-3,Express,Delivered,Unsatisfied,True,Damaged,PayPal,False,West,Mexico
663,2020-01-06 12:06:29.189189189,1098,506,Partner,Critical,WH-1,2-Day,Pending,Satisfied,True,Not Specified,Credit Card,True,East,Mexico
104,2020-01-09 14:55:08.108108108,1084,532,Partner,Medium,WH-2,Express,Backorder,Satisfied,True,Not Specified,Cash,True,East,USA
921,2020-01-01 17:04:51.891891891,1049,545,Direct,High,WH-3,Regular,Delivered,Unsatisfied,True,Not Specified,Cash,False,West,Canada
542,2020-01-05 14:29:11.351351351,1029,542,Reseller,High,WH-1,Regular,Delivered,Unsatisfied,True,Wrong Item,Cash,True,East,Canada
950,2020-01-07 14:55:08.108108108,1076,514,Online,High,WH-1,Overnight,Delivered,Satisfied,True,Unknown,Credit Card,True,North,Mexico
678,2020-01-07 20:32:25.945945946,1076,543,Direct,Medium,WH-3,2-Day,Delivered,Unsatisfied,True,Damaged,PayPal,True,East,USA
368,2020-01-01 00:12:58.378378378,1066,520,Reseller,Medium,WH-1,Overnight,Delivered,Satisfied,False,Late,Wire Transfer,False,East,USA
672,2020-01-08 12:45:24.324324324,1041,548,Online,Critical,WH-1,Express,Delivered,Satisfied,False,Not Specified,PayPal,True,South,Canada
145,2020-01-04 12:32:25.945945945,1005,520,Reseller,Critical,WH-2,Regular,Backorder,Satisfied,True,Late,Wire Transfer,True,East,Canada
598,2020-01-06 22:16:12.972972973,1032,525,Partner,Medium,WH-3,Overnight,Delivered,Neutral,True,Wrong Item,Credit Card,False,West,Canada
439,2020-01-07 00:38:55.135135135,1090,502,Online,High,WH-1,Overnight,Backorder,Neutral,True,Unknown,Cash,False,West,USA
535,2020-01-09 03:01:37.297297297,1087,538,Direct,Medium,WH-3,2-Day,Backorder,Satisfied,True,Late,Cash,False,East,Canada
110,2020-01-05 02:22:42.162162162,1066,534,Reseller,Medium,WH-2,2-Day,Pending,Unsatisfied,True,Damaged,Cash,False,East,Mexico
113,2020-01-03 06:16:12.972972972,1075,529,Partner,High,WH-1,Overnight,Backorder,Satisfied,False,Not Specified,Wire Transfer,True,North,Mexico
958,2020-01-01 01:30:48.648648648,1059,521,Partner,Critical,WH-2,Regular,Backorder,Unsatisfied,False,Not Specified,Cash,False,East,USA
423,2020-01-05 12:45:24.324324324,1036,554,Online,High,WH-3,Regular,Pending,Satisfied,False,Wrong Item,PayPal,False,East,Mexico
309,2020-01-04 14:29:11.351351351,1075,558,Direct,Low,WH-1,Express,Cancelled,Satisfied,True,Unknown,Cash,True,North,Canada
984,2020-01-09 04:19:27.567567567,1056,549,Reseller,Medium,WH-3,Regular,Cancelled,Unsatisfied,True,Wrong Item,Wire Transfer,False,North,Mexico
155,2020-01-02 04:58:22.702702702,1073,538,Direct,Low,WH-2,Overnight,Delivered,Neutral,False,Not Specified,Wire Transfer,True,South,Mexico
746,2020-01-07 13:24:19.459459459,1035,536,Reseller,Medium,WH-3,2-Day,Delivered,Satisfied,False,Late,Wire Transfer,True,South,Mexico
455,2020-01-05 07:47:01.621621621,1009,554,Direct,Low,WH-3,Regular,Pending,Unsatisfied,True,Wrong Item,Wire Transfer,False,East,Mexico
37,2020-01-07 17:30:48.648648648,1017,502,Direct,Low,WH-1,Overnight,Pending,Neutral,True,Wrong Item,PayPal,False,South,USA
495,2020-01-02 03:27:34.054054054,1007,514,Direct,Low,WH-1,Express,Backorder,Neutral,True,Not Specified,Cash,False,South,USA
851,2020-01-02 17:43:47.027027027,1029,533,Direct,Low,WH-3,2-Day,Delivered,Neutral,False,Damaged,Cash,True,South,USA
500,2020-01-06 03:01:37.297297297,1017,526,Online,High,WH-2,Regular,Pending,Satisfied,True,Damaged,Wire Transfer,False,West,Canada
768,2020-01-04 07:34:03.243243243,1008,509,Reseller,Low,WH-1,2-Day,Pending,Unsatisfied,False,Late,Wire Transfer,True,South,Canada
510,2020-01-09 15:47:01.621621621,1088,533,Direct,High,WH-1,2-Day,Backorder,Satisfied,True,Damaged,Cash,False,West,Mexico
857,2020-01-06 19:53:30.810810810,1056,559,Online,Medium,WH-1,Overnight,Pending,Satisfied,False,Unknown,Credit Card,True,North,USA
660,2020-01-04 21:11:21.081081081,1026,508,Online,Medium,WH-1,Overnight,Cancelled,Unsatisfied,False,Late,Wire Transfer,True,East,Mexico
675,2020-01-02 14:42:09.729729729,1017,544,Online,Critical,WH-1,2-Day,Pending,Neutral,True,Not Specified,Cash,True,South,Canada
477,2020-01-03 12:19:27.567567567,1015,537,Reseller,Low,WH-3,2-Day,Backorder,Neutral,False,Late,Wire Transfer,False,East,Canada
359,2020-01-03 16:12:58.378378378,1038,533,Partner,Critical,WH-2,2-Day,Cancelled,Neutral,False,Wrong Item,Wire Transfer,False,West,Canada
482,2020-01-06 11:01:37.297297297,1009,549,Direct,Low,WH-1,2-Day,Backorder,Satisfied,True,Unknown,PayPal,True,West,Canada
370,2020-01-03 17:30:48.648648648,1053,504,Partner,Critical,WH-3,2-Day,Backorder,Satisfied,False,Unknown,Credit Card,True,South,USA
880,2020-01-08 17:17:50.270270270,1015,503,Direct,Critical,WH-2,2-Day,Delivered,Satisfied,True,Late,PayPal,False,West,USA
